,id,name,abrev,color,alt_color,mascot,logos
1351,1000036,Manhattan,,#FFFFFF,,Jaspers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1352,1000102,Manhattan A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1353,1000785,Manhattan Beach Coast Guard,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
428,2770,Manitoba,MAN,#000000,,Bisons,http://a.espncdn.com/i/teamlogos/ncaa/500/2770.png
1354,1000897,Mankato State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
429,2365,Mansfield,MAN,#000000,,Mountaineers,http://a.espncdn.com/i/teamlogos/ncaa/500/2365.png
1355,1000145,Manual Training High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
430,421,Maranatha Baptist College,MAR,#000000,,Crusaders,http://a.espncdn.com/i/teamlogos/ncaa/500/421.png
1356,1000037,March Field,,#FFFFFF,,Flyers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1357,1000038,Mare Island Marines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1358,1000609,Mare Island Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
431,2366,Marian,MAR,#000000,,Knights,http://a.espncdn.com/i/teamlogos/ncaa/500/2366.png
433,317,Marietta,MAR,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/317.png
1359,1000352,Marine Officers,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1360,1000294,Marion,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1361,1000510,Marion County High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1362,1000261,Marion Sims,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
434,2368,Marist,MRST,#e53730,#f0f0f0,Red Foxes,http://a.espncdn.com/i/teamlogos/ncaa/500/2368.png
1363,1000039,Marquette,,#FFFFFF,,Golden Eagles,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
436,2369,Mars Hill,MAR,#004b8d,#efc814,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2369.png
435,276,Marshall,MRSH,#00ae42,#be854c,Thundering Herd,http://a.espncdn.com/i/teamlogos/ncaa/500/276.png
1364,1000463,Marshall School,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1365,1000368,Marshalltown,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
437,446,Martin Luther College,MAR,#000000,,Knights,http://a.espncdn.com/i/teamlogos/ncaa/500/446.png
438,2371,Mary Hardin-Baylor,MAR,#000000,,Crusaders,http://a.espncdn.com/i/teamlogos/ncaa/500/2371.png
439,120,Maryland,MD,#D5002B,#ffcd00,Terrapins,http://a.espncdn.com/i/teamlogos/ncaa/500/120.png
1366,1000194,Maryland A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1367,1000204,Maryland-Baltimore,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1368,1000903,Maryland-Eastern Shore,,#FFFFFF,,Hawks,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
440,2373,Maryville TN,MAR,#000000,,Fighting Scots,http://a.espncdn.com/i/teamlogos/ncaa/500/2373.png
441,110,Mass Maritime,MAS,#000000,,Buccaneers,http://a.espncdn.com/i/teamlogos/ncaa/500/110.png
1369,1000393,Massilon A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1370,1000620,Mather Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1371,1000841,Maxwell Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1372,1000815,Mayport NAS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
442,561,Mayville State,MAY,#000000,,Comets,http://a.espncdn.com/i/teamlogos/ncaa/500/561.png
1373,1000860,McClellan Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1374,1000345,McDaniel,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
443,2700,McDaniel College,MCD,#000000,,Terrors,http://a.espncdn.com/i/teamlogos/ncaa/500/2700.png
1375,1000069,McGill,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1376,2816,McKendree,MAN,#000000,,Bearcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2816.png
444,241,McMurry,MCM,#000000,,War Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/241.png
445,2377,McNeese,MCNS,#00529C,,Cowboys,http://a.espncdn.com/i/teamlogos/ncaa/500/2377.png
446,6584,Mcpherson College,,#FFFFFF,,Mcpherson,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1377,1000232,Medford A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1378,1000264,Medico-Chirurgical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1379,1000835,Melville PT Boats,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
447,235,Memphis,MEM,#003087,#898d8d,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/235.png
1380,1000466,Memphis High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1381,1000797,Memphis Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
448,2381,Menlo,MEN,#000000,,Oaks,http://a.espncdn.com/i/teamlogos/ncaa/500/2381.png
449,2382,Mercer,MER,#ff7f29,#080808,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2382.png
1382,1000325,Mercersburg Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
450,2383,Merchant Marine,MER,#000000,,Mariners,http://a.espncdn.com/i/teamlogos/ncaa/500/2383.png
451,2385,Mercyhurst,MER,#000000,,Lakers,http://a.espncdn.com/i/teamlogos/ncaa/500/2385.png
1383,1000540,Meridian,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
452,2771,Merrimack,MER,#000000,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/2771.png
1384,1000485,Meteor A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
453,291,Methodist,MTH,#000000,,Monarchs,http://a.espncdn.com/i/teamlogos/ncaa/500/291.png
454,2390,Miami,MIAMI,#004325,#f0f0f0,Hurricanes,http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png
455,193,Miami OH,M-OH,#a4000c,#f0f0f0,RedHawks,http://a.espncdn.com/i/teamlogos/ncaa/500/193.png
456,130,Michigan,MICH,#00274c,#FFCB05,Wolverines,http://a.espncdn.com/i/teamlogos/ncaa/500/130.png
1385,1000124,Michigan A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1386,1000149,Michigan Military Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
457,127,Michigan State,MSU,#18453B,#ffffff,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/127.png
458,2392,Michigan Tech,MIC,#000000,,Huskies,http://a.espncdn.com/i/teamlogos/ncaa/500/2392.png
460,111755,Middle Georgia State College,MGST,#FFFFFF,,Knights,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
461,2393,Middle Tennessee,MTSU,#0079C2,#c3c5c8,Blue Raiders,http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png
459,2394,Middlebury,MID,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/2394.png
462,565,Midland University,MID,#000000,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/565.png
463,2395,Midwestern State,MID,#000000,,Mustangs,http://a.espncdn.com/i/teamlogos/ncaa/500/2395.png
1387,1000873,Midwestern Texas State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
464,2396,Miles,MIL,#000000,,Golden Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2396.png
465,210,Millersville,MIL,#000000,,Marauders,http://a.espncdn.com/i/teamlogos/ncaa/500/210.png
1388,1000816,Milligan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
466,74,Millikin,MIL,#000000,,Big Blue,http://a.espncdn.com/i/teamlogos/ncaa/500/74.png
467,2398,Millsaps,MIL,#000000,,Majors,http://a.espncdn.com/i/teamlogos/ncaa/500/2398.png
1389,1000259,Milwaukee Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1390,1000171,Minneapolis Boat Club,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1391,1000165,Minneapolis Central High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1392,1000312,Minneapolis Eastern High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1393,1000182,Minneapolis South High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
468,135,Minnesota,MINN,#7A0019,#FFCC33,Golden Gophers,http://a.espncdn.com/i/teamlogos/ncaa/500/135.png
1394,1000125,Minnesota Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
473,2817,Minnesota St-Moorhead,MOO,#000000,,Dragon,http://a.espncdn.com/i/teamlogos/ncaa/500/2817.png
472,2364,Minnesota State,MNST,#000000,,Mavericks,http://a.espncdn.com/i/teamlogos/ncaa/500/2364.png
469,2772,Minnesota-Crookston,MIN,#000000,,Golden Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2772.png
470,134,Minnesota-Duluth,MNDU,#000000,,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/134.png
471,2399,Minnesota-Morris,MIN,#000000,,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/2399.png
474,568,Minot State,MIN,#000000,,Beavers,http://a.espncdn.com/i/teamlogos/ncaa/500/568.png
475,2969,Misericordia,MISC,#000000,,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/2969.png
476,2401,Mississippi College,MIS,#000000,,Choctaws,http://a.espncdn.com/i/teamlogos/ncaa/500/2401.png
477,1000937,Mississippi Gulf Coast C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
478,344,Mississippi State,MSST,#762123,#c8c8c8,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/344.png
479,2400,Mississippi Valley State,MVSU,#005328,#cf2d34,Delta Devils,http://a.espncdn.com/i/teamlogos/ncaa/500/2400.png
480,142,Missouri,MIZ,#000000,#000000,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/142.png
481,2880,Missouri Baptist,MB,#FFFFFF,,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/2880.png
483,2402,Missouri S&T,S&T,#000000,,Miners,http://a.espncdn.com/i/teamlogos/ncaa/500/2402.png
1397,1000895,Missouri Southern,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
482,2403,Missouri Southern State,MOS,#000000,,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2403.png
484,2623,Missouri State,MOST,#5F0000,#e8e8e8,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png
1398,1000839,Missouri Valley,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1399,1000661,Missouri Wesleyan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
485,137,Missouri Western,MOW,#000000,,Griffons,http://a.espncdn.com/i/teamlogos/ncaa/500/137.png
486,1000934,Missouri Western State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1395,1000516,Missouri-Kansas City,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1396,1000320,Missouri-Rolla,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1401,1000766,Moffett Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1402,1000871,Mohawk,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1403,1000388,Moline A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
487,1000995,Monash University,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
488,2405,Monmouth,MONM,#051844,,Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2405.png
489,2919,Monmouth IL,MON,#000000,,Fighting Scots,http://a.espncdn.com/i/teamlogos/ncaa/500/2919.png
1404,1000403,Monroe A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
490,149,Montana,MONT,#751D4A,#666666,Grizzlies,http://a.espncdn.com/i/teamlogos/ncaa/500/149.png
491,147,Montana State,MTST,#003875,#bf965c,Bobcats,http://a.espncdn.com/i/teamlogos/ncaa/500/147.png
1405,1000534,Montana Tech,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
493,148,Montana Tech,MAI,#FFFFFF,,Orediggers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1406,1000681,Montana Wesleyan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
494,2701,Montana-Western,MWST,#000000,,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2701.png
1407,1000115,Montclair A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
495,2818,Montclair State,MON,#000000,,Red Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/2818.png
496,3100,Monterrey Tech,MON,#000000,,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/3100.png
1408,1000717,Montezuma,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1409,1000319,Montgomery A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1410,1000798,Monticello Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1411,1000076,Montreal,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1412,1000285,Mooney,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1413,1000896,Moorhead State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
497,323,Moravian,MOR,#000000,,Greyhounds,http://a.espncdn.com/i/teamlogos/ncaa/500/323.png
498,2413,Morehead State,MORE,#094FA3,#fed91a,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2413.png
499,60,Morehouse,MOR,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/60.png
1414,1000474,Morgan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
500,2415,Morgan State,MORG,#014786,#f47937,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/2415.png
1415,1000438,Morganton Mutes,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
501,2416,Morningside,MAO,#000000,,Chiefs,http://a.espncdn.com/i/teamlogos/ncaa/500/2416.png
1416,1000910,Morris Brown,MB,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1417,1000832,Morris Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1418,1000490,Morris Harvey,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
502,3110,Morrisville State,MOR,#000000,,Mustangs,http://a.espncdn.com/i/teamlogos/ncaa/500/3110.png
503,110263,Morthland,MORTH,#FFFFFF,,Patriots,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1419,1000193,Mount Airy Deaf School,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1420,1000454,Mount Carmel All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1421,1000129,Mount Hermon,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
504,481,Mount Ida College,MOU,#000000,,Mustangs,http://a.espncdn.com/i/teamlogos/ncaa/500/481.png
1422,1000497,Mount Pleasant,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
505,2419,Mount St. Joseph,MTS,#000000,,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2419.png
1423,1000203,Mount St. Mary's,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
506,426,Mount Union,MTU,#000000,,Raiders,http://a.espncdn.com/i/teamlogos/ncaa/500/426.png
507,2422,Muhlenberg,MUH,#000000,,Mules,http://a.espncdn.com/i/teamlogos/ncaa/500/2422.png
1424,1000419,Multnomah A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
508,93,Murray State,MURR,#002148,#000e00,Racers,http://a.espncdn.com/i/teamlogos/ncaa/500/93.png
509,332,Muskingum,MUS,#000000,,Muskies,http://a.espncdn.com/i/teamlogos/ncaa/500/332.png
513,152,NC State,NCST,#EF1216,#231f20,Wolfpack,http://a.espncdn.com/i/teamlogos/ncaa/500/152.png
514,286,NC Wesleyan,UNCW,#000000,,Battling Bishops,http://a.espncdn.com/i/teamlogos/ncaa/500/286.png
529,3145,NORTH,NOR,#000000,,All-Stars,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
545,3197,NORTH FLORIDA,UNF,#000000,,STARS,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1425,1000040,Nashville,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
510,3194,National,NAT,#000000,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
511,1000977,Navarro College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
512,2426,Navy,NAVY,#131630,#b6a77c,Midshipmen,http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png
1426,1000558,Navy Hospital Corps,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1427,1000565,Navy Reserves,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1428,1000604,Navy Transport,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
515,158,Nebraska,NEB,#F20017,#f5f1e7,Cornhuskers,http://a.espncdn.com/i/teamlogos/ncaa/500/158.png
1429,1000245,Nebraska Alumni,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1430,1000478,Nebraska Wesleyan,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1431,6845,Nebraska Wesleyan University,NWU,#FFFFFF,,Neb Wesleyan,http://a.espncdn.com/i/teamlogos/ncaa/500/6845.png
516,2438,Nebraska-Kearney,NEB,#000000,,Lopers,http://a.espncdn.com/i/teamlogos/ncaa/500/2438.png
517,2437,Nebraska-Omaha,UNO,#e3193e,,Mavericks,http://a.espncdn.com/i/teamlogos/ncaa/500/2437.png
1432,1000253,Needham,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
518,2440,Nevada,NEV,#153E5F,#8e9295,Wolf Pack,http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png
1436,1000523,New England All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
520,160,New Hampshire,UNH,#004990,#c3c4c6,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/160.png
521,2441,New Haven,NH,#000000,,Chargers,http://a.espncdn.com/i/teamlogos/ncaa/500/2441.png
1437,1000195,New Jersey A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1438,1000837,New London Submarine Base,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
522,167,New Mexico,UNM,#000000,#231f20,Lobos,http://a.espncdn.com/i/teamlogos/ncaa/500/167.png
523,2424,New Mexico Highlands,NMH,#000000,,Cowboys,http://a.espncdn.com/i/teamlogos/ncaa/500/2424.png
1439,1000737,New Mexico Military,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
524,1000956,New Mexico Military Institute,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
525,166,New Mexico State,NMSU,#891216,#000000,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/166.png
1440,1000746,New Mexico Tech,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1441,1000424,New Orleans Gym Club,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1448,1000106,New York A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1449,1000116,New York Law,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1450,1000333,New York Naval Militia,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1451,1000649,New York State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1452,1000041,New York University,,#FFFFFF,,Violets,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1433,1000231,Newark A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
519,2444,Newberry,NBY,#000000,,Wolves,http://a.espncdn.com/i/teamlogos/ncaa/500/2444.png
1434,1000515,Newberry A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1435,1000275,Newburyport A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1444,1000602,Newport NTS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1442,1000570,Newport Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1443,1000759,Newport News,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1445,1000164,Newton A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1446,1000416,Newton High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1447,1000200,Newtowne A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1453,1000402,Niagara,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
526,2447,Nicholls,NICH,#C41230,#f0f0f0,Colonels,http://a.espncdn.com/i/teamlogos/ncaa/500/2447.png
527,2884,Nichols,NIC,#000000,,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/2884.png
1454,1000356,Norfolk A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1455,1000480,Norfolk Blues,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1456,1000688,Norfolk Fire Department,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1457,1000811,Norfolk Marines,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1458,1000622,Norfolk Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1459,1000642,Norfolk Navy Base,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1460,1000639,Norfolk Navy Yard,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
528,2450,Norfolk State,NSU,#046546,,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/2450.png
1461,1000042,Norman Naval Air Station,,#FFFFFF,,Zoomers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1462,1000444,Norman Park,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
530,2453,North Alabama,NOR,#000000,,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2453.png
1463,1000518,North Alabama A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
531,123086,North American University,NAU,#FFFFFF,,Stallions,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
532,153,North Carolina,UNC,#99bfe5,#13294b,Tar Heels,http://a.espncdn.com/i/teamlogos/ncaa/500/153.png
533,2448,North Carolina A&T,NCAT,#0505aa,#004684,Aggies,http://a.espncdn.com/i/teamlogos/ncaa/500/2448.png
